date,name,site_rank,IMDB,director,country,genre,user_review,review_count
02/10/2009,Zombieland,744,7.6,Ruben Fleischer,US,Horror,7,924
09/06/2006,Cars,745,7.1,John LasseterJoe Ranft,US,Animation,7.5,1414
09/06/2006,Cars,745,7.1,John LasseterJoe Ranft,US,Comedy,7.5,1414
09/06/2006,Cars,745,7.1,John LasseterJoe Ranft,US,Adventure,7.5,1414
09/06/2006,Cars,745,7.1,John LasseterJoe Ranft,US,Family,7.5,1414
09/06/2006,Cars,745,7.1,John LasseterJoe Ranft,US,Sport,7.5,1414
26/09/2008,The Suite Life on Deck,746,6.3,Jim GeoghanDanny KallisPamela Eells,US,Comedy,6.3,1470
26/09/2008,The Suite Life on Deck,746,6.3,Jim GeoghanDanny KallisPamela Eells,US,Adventure,6.3,1470
26/09/2008,The Suite Life on Deck,746,6.3,Jim GeoghanDanny KallisPamela Eells,US,Action,6.3,1470
26/09/2008,The Suite Life on Deck,746,6.3,Jim GeoghanDanny KallisPamela Eells,US,Family,6.3,1470
01/01/2015,Minions,747,6.6,Brian Lynch,US,Animation,7,1477
01/01/2015,Minions,747,6.6,Brian Lynch,US,Comedy,7,1477
01/01/2015,Minions,747,6.6,Brian Lynch,US,Family,7,1477
25/08/2017,Verónica,748,6.2,Paco Plaza,Spain,Drama,6.3,912
25/08/2017,Verónica,748,6.2,Paco Plaza,Spain,Horror,6.3,912
22/07/2011,Friends With Benefits,749,6.5,Will Gluck,US,Comedy,6.1,1886
22/07/2011,Friends With Benefits,749,6.5,Will Gluck,US,Romance,6.1,1886
12/10/2012,The Perks Of Being A Wallflower,751,8,Stephen Chbosky,US,Drama,7,2487
12/10/2012,The Perks Of Being A Wallflower,751,8,Stephen Chbosky,US,Romance,7,2487
26/03/2010,How To Train Your Dragon,752,8.1,Dean DebloisChris Sanders,US,Animation,7.2,1369
26/03/2010,How To Train Your Dragon,752,8.1,Dean DebloisChris Sanders,US,Adventure,7.2,1369
26/03/2010,How To Train Your Dragon,752,8.1,Dean DebloisChris Sanders,US,Fantasy,7.2,1369
26/03/2010,How To Train Your Dragon,752,8.1,Dean DebloisChris Sanders,US,Family,7.2,1369
01/11/2017,A Bad Moms Christmas,753,5.6,Jon LucasScott Moore,USChina,Comedy,5.7,1070
01/11/2017,A Bad Moms Christmas,753,5.6,Jon LucasScott Moore,USChina,Adventure,5.7,1070
01/11/2017,A Bad Moms Christmas,753,5.6,Jon LucasScott Moore,USChina,Action,5.7,1070
16/08/2019,Can You Keep a Secret?,754,5.3,Elise Duran,US,Comedy,6,360
16/08/2019,Can You Keep a Secret?,754,5.3,Elise Duran,US,Romance,6,360
20/04/2019,How High 2,756,2.9,Bruce Leddy,US,Comedy,6.1,252
15/06/2005,Batman Begins,757,8.2,Christopher Nolan,"US,UK",Adventure,7.3,1484
15/06/2005,Batman Begins,757,8.2,Christopher Nolan,"US,UK",Action,7.3,1484
16/01/2018,Forever My Girl,758,6.7,Bethany Ashton Wolf,US,Drama,6.3,1558
16/01/2018,Forever My Girl,758,6.7,Bethany Ashton Wolf,US,Romance,6.3,1558
16/01/2018,Forever My Girl,758,6.7,Bethany Ashton Wolf,US,Music,6.3,1558
09/07/2018,Sharp Objects,759,8.2,Jean-Marc VallÃ©e,US,Drama,6.6,774
09/07/2018,Sharp Objects,759,8.2,Jean-Marc VallÃ©e,US,Thriller,6.6,774
09/07/2018,Sharp Objects,759,8.2,Jean-Marc VallÃ©e,US,Crime,6.6,774
09/07/2018,Sharp Objects,759,8.2,Jean-Marc VallÃ©e,US,Mystery,6.6,774
15/05/2020,Scoob!,761,6,Tony Cervone,US,Animation,7.1,504
15/05/2020,Scoob!,761,6,Tony Cervone,US,Comedy,7.1,504
15/05/2020,Scoob!,761,6,Tony Cervone,US,Adventure,7.1,504
15/05/2020,Scoob!,761,6,Tony Cervone,US,Family,7.1,504
15/05/2020,Scoob!,761,6,Tony Cervone,US,Mystery,7.1,504
01/08/2019,One Piece: Stampede,763,7.7,Takashi Otsuka,Japan,Animation,6.8,326
01/08/2019,One Piece: Stampede,763,7.7,Takashi Otsuka,Japan,Adventure,6.8,326
01/08/2019,One Piece: Stampede,763,7.7,Takashi Otsuka,Japan,Action,6.8,326
01/01/2020,The Grudge,769,4.2,Nicolas Pesce,USCanada,Mystery,5.5,223
01/01/2020,The Grudge,769,4.2,Nicolas Pesce,USCanada,Horror,5.5,223
29/03/2019,Justice League vs the Fatal Five,770,6.5,Sam Liu,US,Animation,6.7,249
29/03/2019,Justice League vs the Fatal Five,770,6.5,Sam Liu,US,Sci-Fi,6.7,249
29/03/2019,Justice League vs the Fatal Five,770,6.5,Sam Liu,US,Fantasy,6.7,249
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Drama,6.4,1974
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Thriller,6.4,1974
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Adventure,6.4,1974
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Action,6.4,1974
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Crime,6.4,1974
08/10/2016,Inferno,771,6.2,Ron Howard,USHungary,Mystery,6.4,1974
09/03/2019,The Beach Bum,772,5.5,Harmony Korine,"US,UKFranceSwitzerland",Comedy,5.7,125
14/06/2017,All Eyez on Me,773,5.8,Benny Boom,US,Drama,6.4,3321
14/06/2017,All Eyez on Me,773,5.8,Benny Boom,US,Music,6.4,3321
14/06/2017,All Eyez on Me,773,5.8,Benny Boom,US,Biography,6.4,3321
21/05/2020,Russian Lolita,774,4.7,Armen Oganezov,Russia,Romance,6.7,1464
24/04/2015,The Age Of Adaline,776,7.2,Lee Toland Krieger,USCanada,Drama,6.7,1788
24/04/2015,The Age Of Adaline,776,7.2,Lee Toland Krieger,USCanada,Romance,6.7,1788
16/08/2019,Sextuplets,777,4.4,Michael Tiddes,US,Comedy,6.2,197
26/09/2017,Jeepers Creepers III,778,3.9,Victor Salva,US,Thriller,6,1348
26/09/2017,Jeepers Creepers III,778,3.9,Victor Salva,US,Mystery,6,1348
26/09/2017,Jeepers Creepers III,778,3.9,Victor Salva,US,Horror,6,1348
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Animation,7.2,2267
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Comedy,7.2,2267
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Adventure,7.2,2267
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Fantasy,7.2,2267
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Family,7.2,2267
18/12/2015,Alvin And The Chipmunks: The Road Chip,779,5,Walt Becker,US,Music,7.2,2267
20/05/2011,Pirates Of The Caribbean: On Stranger Tides,780,6.6,Rob Marshall,"US,UK",Adventure,6.9,1480
20/05/2011,Pirates Of The Caribbean: On Stranger Tides,780,6.6,Rob Marshall,"US,UK",Action,6.9,1480
20/05/2011,Pirates Of The Caribbean: On Stranger Tides,780,6.6,Rob Marshall,"US,UK",Fantasy,6.9,1480
23/09/2019,All Rise,781,6.6,Michael M. RobinStacey K. BlackCheryl DunyePaul McCraneClaudia YarmySteve RobinPatricia CardosoSheelin ChokseyAnthony HemingwayBronwen HughesScott EllisDavid A. Harp,US,Drama,6.4,318
05/02/2016,Sanam Teri Kasam,782,7.3,...,India,Romance,7.2,3268
04/10/2019,Raising Dion,784,7.2,Seith MannNeema BarnetteRachel GoldbergDennis A. Liu,US,Drama,6.8,326
04/10/2019,Raising Dion,784,7.2,Seith MannNeema BarnetteRachel GoldbergDennis A. Liu,US,Sci-Fi,6.8,326
25/09/2019,Stumptown,785,7.5,Marc BucklandJames GriffithsStacey K. BlackAlex ZakrzewskiBrooke KennedyLily MariyeDavid RodriguezDean WhiteJessica YuRuben FleischerChristopher Misiano,US,Drama,7.1,280
07/04/2018,Taxi 5,787,4.7,Franck Gastambide,France,Comedy,4.9,844
07/04/2018,Taxi 5,787,4.7,Franck Gastambide,France,Adventure,4.9,844
07/04/2018,Taxi 5,787,4.7,Franck Gastambide,France,Action,4.9,844
07/04/2018,Taxi 5,787,4.7,Franck Gastambide,France,Crime,4.9,844
22/09/2017,Friend Request,788,5.3,Simon Verhoeven,West Germany,Thriller,6.4,1459
21/02/2020,Hunters,790,7.2,Nelson McCormickMichael UppendahlWayne YipAlfonso Gomez-RejonDennie GordonMillicent Shelton,US,Drama,6.6,473
25/07/2016,Batman: The Killing Joke,791,6.4,Sam Liu,US,Drama,6.9,1314
25/07/2016,Batman: The Killing Joke,791,6.4,Sam Liu,US,Thriller,6.9,1314
25/07/2016,Batman: The Killing Joke,791,6.4,Sam Liu,US,Animation,6.9,1314
25/07/2016,Batman: The Killing Joke,791,6.4,Sam Liu,US,Action,6.9,1314
25/07/2016,Batman: The Killing Joke,791,6.4,Sam Liu,US,Crime,6.9,1314
14/10/1994,Pulp Fiction,794,8.9,Quentin Tarantino,US,Drama,7.4,1320
14/10/1994,Pulp Fiction,794,8.9,Quentin Tarantino,US,Crime,7.4,1320
11/03/2018,Deception,795,7.5,Michael LehmannCarol BankerDermott DownsRob HardyAlexandra La RocheDavid NutterRob SeidenglanzMichael SmithKevin TancharoenSilver TreeGlen Winter,US,Drama,5.8,1132
01/01/2015,Ted 2,797,6.6,Seth Macfarlane,US,Comedy,6.5,1292
19/05/2005,Star Wars: Episode 3 - Revenge Of The Sith,801,7.5,George Lucas,US,Sci-Fi,6.9,1423
19/05/2005,Star Wars: Episode 3 - Revenge Of The Sith,801,7.5,George Lucas,US,Adventure,6.9,1423
19/05/2005,Star Wars: Episode 3 - Revenge Of The Sith,801,7.5,George Lucas,US,Action,6.9,1423
19/05/2005,Star Wars: Episode 3 - Revenge Of The Sith,801,7.5,George Lucas,US,Fantasy,6.9,1423
13/06/2008,The Incredible Hulk,802,6.7,Louis Leterrier,US,Sci-Fi,6.5,1058
13/06/2008,The Incredible Hulk,802,6.7,Louis Leterrier,US,Adventure,6.5,1058
13/06/2008,The Incredible Hulk,802,6.7,Louis Leterrier,US,Action,6.5,1058
24/12/2009,3 Idiots,804,8.4,Rajkumar Hirani,India,Drama,7.3,2097
24/12/2009,3 Idiots,804,8.4,Rajkumar Hirani,India,Comedy,7.3,2097
24/05/2019,Avengement,805,6.5,Jesse V. Johnson,UK,Action,7.5,189
24/05/2019,Avengement,805,6.5,Jesse V. Johnson,UK,Crime,7.5,189
27/02/2015,Focus,806,6.6,Glenn FicarraJohn Requa,USArgentina,Drama,6.6,1210
27/02/2015,Focus,806,6.6,Glenn FicarraJohn Requa,USArgentina,Comedy,6.6,1210
27/02/2015,Focus,806,6.6,Glenn FicarraJohn Requa,USArgentina,Crime,6.6,1210
26/02/2018,A Wrinkle in Time,808,4.2,Ava DuVernay,US,Sci-Fi,5.7,1074
26/02/2018,A Wrinkle in Time,808,4.2,Ava DuVernay,US,Adventure,5.7,1074
26/02/2018,A Wrinkle in Time,808,4.2,Ava DuVernay,US,Fantasy,5.7,1074
26/02/2018,A Wrinkle in Time,808,4.2,Ava DuVernay,US,Family,5.7,1074
10/05/2019,The Society,809,7,Marc WebbHaifaa Al-MansourPatricia CardosoMegan GriffithsRich LeeStacie PassonBrett SimonTara Nicole Weyr,US,Drama,6.3,447
10/05/2019,The Society,809,7,Marc WebbHaifaa Al-MansourPatricia CardosoMegan GriffithsRich LeeStacie PassonBrett SimonTara Nicole Weyr,US,Mystery,6.3,447
07/08/2013,We're The Millers,810,7,Rawson Marshall Thurber,US,Comedy,6.3,1293
07/08/2013,We're The Millers,810,7,Rawson Marshall Thurber,US,Adventure,6.3,1293
07/08/2013,We're The Millers,810,7,Rawson Marshall Thurber,US,Action,6.3,1293
07/08/2013,We're The Millers,810,7,Rawson Marshall Thurber,US,Crime,6.3,1293
08/09/2018,Skin,811,7.1,Guy Nattiv,US,Drama,7.1,116
08/09/2018,Skin,811,7.1,Guy Nattiv,US,Crime,7.1,116
08/09/2018,Skin,811,7.1,Guy Nattiv,US,Biography,7.1,116
22/01/2016,The 5th Wave,812,5.2,J Blakeson,US,Thriller,6.5,1326
22/01/2016,The 5th Wave,812,5.2,J Blakeson,US,Sci-Fi,6.5,1326
22/01/2016,The 5th Wave,812,5.2,J Blakeson,US,Adventure,6.5,1326
22/01/2016,The 5th Wave,812,5.2,J Blakeson,US,Action,6.5,1326
03/10/2019,Code 8,813,6.1,Jeff Chan,Canada,Sci-Fi,6.2,279
27/05/2016,Alice Through the Looking Glass,814,6.2,James Bobin,"US,UK",Adventure,6.9,1526
27/05/2016,Alice Through the Looking Glass,814,6.2,James Bobin,"US,UK",Fantasy,6.9,1526
27/05/2016,Alice Through the Looking Glass,814,6.2,James Bobin,"US,UK",Family,6.9,1526
14/07/2000,X-Men,815,7.4,Bryan Singer,US,Sci-Fi,6.9,1319
14/07/2000,X-Men,815,7.4,Bryan Singer,US,Adventure,6.9,1319
14/07/2000,X-Men,815,7.4,Bryan Singer,US,Action,6.9,1319
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,Drama,7.2,1229
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,Thriller,7.2,1229
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,Action,7.2,1229
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,History,7.2,1229
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,War,7.2,1229
16/01/2015,American Sniper,816,7.3,Clint Eastwood,US,Biography,7.2,1229
01/09/2017,Lady Bird,817,7.4,Greta Gerwig,US,Drama,6.1,796
01/09/2017,Lady Bird,817,7.4,Greta Gerwig,US,Comedy,6.1,796
02/11/2001,Monsters Inc.,818,8,...,US,Animation,7.1,930
02/11/2001,Monsters Inc.,818,8,...,US,Comedy,7.1,930
02/11/2001,Monsters Inc.,818,8,...,US,Adventure,7.1,930
02/11/2001,Monsters Inc.,818,8,...,US,Fantasy,7.1,930
02/11/2001,Monsters Inc.,818,8,...,US,Family,7.1,930
25/04/2019,Games People Play,819,6.2,Janice CookeMichael GrossmanRob Morrow,US,Drama,6.6,60
25/12/2002,Catch Me If You Can,821,8.1,Steven Spielberg,USCanada,Drama,6.8,1353
25/12/2002,Catch Me If You Can,821,8.1,Steven Spielberg,USCanada,Crime,6.8,1353
25/12/2002,Catch Me If You Can,821,8.1,Steven Spielberg,USCanada,Biography,6.8,1353
15/11/2018,Mary Queen of Scots,822,6.3,Josie Rourke,UK,Drama,6.3,244
15/11/2018,Mary Queen of Scots,822,6.3,Josie Rourke,UK,History,6.3,244
15/11/2018,Mary Queen of Scots,822,6.3,Josie Rourke,UK,Biography,6.3,244
13/12/2015,Star Wars: Episode 4 - A New Hope,823,7.1,George Lucas,US,Sci-Fi,7.1,1426
13/12/2015,Star Wars: Episode 4 - A New Hope,823,7.1,George Lucas,US,Adventure,7.1,1426
13/12/2015,Star Wars: Episode 4 - A New Hope,823,7.1,George Lucas,US,Action,7.1,1426
13/12/2015,Star Wars: Episode 4 - A New Hope,823,7.1,George Lucas,US,Fantasy,7.1,1426
01/01/2015,Hot Sex Talk,824,0,Lee Jun,Korea,Romance,5.9,834
22/03/2018,Midnight Sun,826,6.6,Scott Speer,US,Drama,6.2,1627
22/03/2018,Midnight Sun,826,6.6,Scott Speer,US,Romance,6.2,1627
14/05/2004,Troy,827,7.2,Wolfgang Petersen,"US,UKInternational",Adventure,6.7,1748
27/02/2019,Girl/Girl Scene,828,2.5,Tucky Williams,US,Drama,5.9,303
27/02/2019,Girl/Girl Scene,828,2.5,Tucky Williams,US,Comedy,5.9,303
27/02/2019,Girl/Girl Scene,828,2.5,Tucky Williams,US,Romance,5.9,303
25/06/2010,Grown Ups,829,5.9,Dennis Dugan,US,Comedy,6.3,950
08/05/2014,Godzilla,830,6.4,Gareth Edwards,USJapan,Thriller,7.1,367
08/05/2014,Godzilla,830,6.4,Gareth Edwards,USJapan,Sci-Fi,7.1,367
08/05/2014,Godzilla,830,6.4,Gareth Edwards,USJapan,Adventure,7.1,367
08/05/2014,Godzilla,830,6.4,Gareth Edwards,USJapan,Action,7.1,367
27/09/2018,Hell Fest,831,5.5,Gregory Plotkin,US,Horror,6.3,106
03/11/2018,Godzilla: The Planet Eater,832,5,Hiroyuki SeshitaKÃ´bun Shizuno,Japan,Animation,6.9,77
03/11/2018,Godzilla: The Planet Eater,832,5,Hiroyuki SeshitaKÃ´bun Shizuno,Japan,Sci-Fi,6.9,77
10/05/2018,Life of the Party,833,5.6,Ben Falcone,US,Comedy,5.3,687
01/01/2015,Delicious Delivery,834,0,Gi Dae-Ho,Korea,Romance,5.6,1027
03/05/2017,Bad Genius,835,7.6,Nattawut Poonpiriya,Thailand,Thriller,7.3,1454
12/06/2013,This Is The End,836,6.6,Evan GoldbergSeth Rogen,US,Comedy,6.8,985
12/06/2013,This Is The End,836,6.6,Evan GoldbergSeth Rogen,US,Fantasy,6.8,985
18/07/2019,Secret Obsession,838,4.3,Peter Sullivan,US,Drama,6.4,176
18/07/2019,Secret Obsession,838,4.3,Peter Sullivan,US,Thriller,6.4,176
03/10/2014,Annabelle,839,5.4,John R. Leonetti,US,Mystery,6.8,1536
03/10/2014,Annabelle,839,5.4,John R. Leonetti,US,Horror,6.8,1536
25/05/1977,Star Wars: Episode IV - A New Hope,841,8.6,George Lucas,US,Sci-Fi,6.6,811
25/05/1977,Star Wars: Episode IV - A New Hope,841,8.6,George Lucas,US,Adventure,6.6,811
25/05/1977,Star Wars: Episode IV - A New Hope,841,8.6,George Lucas,US,Action,6.6,811
25/05/1977,Star Wars: Episode IV - A New Hope,841,8.6,George Lucas,US,Fantasy,6.6,811
22/09/1989,Family Matters,843,6.5,William BickleyRobert L. BoyettThomas L. MillerMichael Warren,US,Drama,7.2,731
22/09/1989,Family Matters,843,6.5,William BickleyRobert L. BoyettThomas L. MillerMichael Warren,US,Comedy,7.2,731
22/09/1989,Family Matters,843,6.5,William BickleyRobert L. BoyettThomas L. MillerMichael Warren,US,Family,7.2,731
07/12/2019,Little Women,846,7.9,Greta Gerwig,US,Drama,6.5,303
07/12/2019,Little Women,846,7.9,Greta Gerwig,US,Romance,6.5,303
06/09/2018,Greta,847,6,Neil Jordan,USIreland,Drama,6.5,219
06/09/2018,Greta,847,6,Neil Jordan,USIreland,Thriller,6.5,219
06/09/2018,Greta,847,6,Neil Jordan,USIreland,Mystery,6.5,219
20/03/2015,Insurgent,848,6.2,Robert Schwentke,US,Thriller,6.4,1490
20/03/2015,Insurgent,848,6.2,Robert Schwentke,US,Sci-Fi,6.4,1490
20/03/2015,Insurgent,848,6.2,Robert Schwentke,US,Adventure,6.4,1490
25/09/2017,Flatliners,849,5.2,Niels Arden Oplev,US,Drama,5.7,817
25/09/2017,Flatliners,849,5.2,Niels Arden Oplev,US,Thriller,5.7,817
25/09/2017,Flatliners,849,5.2,Niels Arden Oplev,US,Sci-Fi,5.7,817
25/09/2017,Flatliners,849,5.2,Niels Arden Oplev,US,Horror,5.7,817
19/02/2010,Shutter Island,850,8.1,Martin Scorsese,US,Thriller,6.9,1422
19/02/2010,Shutter Island,850,8.1,Martin Scorsese,US,Mystery,6.9,1422
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Drama,6.7,2566
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Thriller,6.7,2566
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Sci-Fi,6.7,2566
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Action,6.7,2566
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Crime,6.7,2566
16/03/2017,Ghost in the Shell,852,6.3,Rupert Sanders,"US,UKIndiaChinaNew ZealandCanada",Mystery,6.7,2566
29/10/1993,The Nightmare Before Christmas,853,8,Henry Selick,US,Animation,7.5,696
29/10/1993,The Nightmare Before Christmas,853,8,Henry Selick,US,Fantasy,7.5,696
29/10/1993,The Nightmare Before Christmas,853,8,Henry Selick,US,Family,7.5,696
17/08/2018,Disenchantment,854,7.2,Ira SherakWesley ArcherDavid D. AuFrank MarinoPeter AvanzinoAlbert CallerosDwayne Carey-HillBrian SheesleyEdmund Fong,US,Animation,6.4,420
17/08/2018,Disenchantment,854,7.2,Ira SherakWesley ArcherDavid D. AuFrank MarinoPeter AvanzinoAlbert CallerosDwayne Carey-HillBrian SheesleyEdmund Fong,US,Comedy,6.4,420
17/08/2018,Disenchantment,854,7.2,Ira SherakWesley ArcherDavid D. AuFrank MarinoPeter AvanzinoAlbert CallerosDwayne Carey-HillBrian SheesleyEdmund Fong,US,Adventure,6.4,420
17/08/2018,Disenchantment,854,7.2,Ira SherakWesley ArcherDavid D. AuFrank MarinoPeter AvanzinoAlbert CallerosDwayne Carey-HillBrian SheesleyEdmund Fong,US,Fantasy,6.4,420
06/05/2016,One Night Stand,857,3.1,Jasmine D'Souza,India,Drama,6.5,1502
06/05/2016,One Night Stand,857,3.1,Jasmine D'Souza,India,Romance,6.5,1502
03/07/2016,Your Name.,858,8.4,Makoto Shinkai,Japan,Drama,7.5,2103
03/07/2016,Your Name.,858,8.4,Makoto Shinkai,Japan,Animation,7.5,2103
03/07/2016,Your Name.,858,8.4,Makoto Shinkai,Japan,Romance,7.5,2103
03/07/2016,Your Name.,858,8.4,Makoto Shinkai,Japan,Fantasy,7.5,2103
08/12/2018,City of Lies,859,6.3,Brad Furman,"US,UK",Drama,6.2,74
08/12/2018,City of Lies,859,6.3,Brad Furman,"US,UK",Thriller,6.2,74
08/12/2018,City of Lies,859,6.3,Brad Furman,"US,UK",Crime,6.2,74
08/12/2018,City of Lies,859,6.3,Brad Furman,"US,UK",Mystery,6.2,74
08/12/2018,City of Lies,859,6.3,Brad Furman,"US,UK",Biography,6.2,74
08/02/2019,Drunk Parents,860,3.8,Fred Wolf,US,Comedy,5.8,49
16/07/2018,Who Is America?,861,8.3,Daniel Gray LonginoDan MazerTodd SchulmanSacha Baron CohenPayman BenzNathan Fielder,US,Comedy,6.3,651
12/07/2013,Pacific Rim,862,6.9,Guillermo Del Toro,US,Sci-Fi,6.7,1447
12/07/2013,Pacific Rim,862,6.9,Guillermo Del Toro,US,Adventure,6.7,1447
12/07/2013,Pacific Rim,862,6.9,Guillermo Del Toro,US,Action,6.7,1447
19/01/2017,A Dog's Purpose,863,7.2,Lasse Hallström,US,Drama,7.6,2567
19/01/2017,A Dog's Purpose,863,7.2,Lasse Hallström,US,Comedy,7.6,2567
19/01/2017,A Dog's Purpose,863,7.2,Lasse Hallström,US,Adventure,7.6,2567
19/01/2017,A Dog's Purpose,863,7.2,Lasse Hallström,US,Fantasy,7.6,2567
19/01/2017,A Dog's Purpose,863,7.2,Lasse Hallström,US,Family,7.6,2567
07/08/2009,(500) Days Of Summer,864,7.7,Marc Webb,US,Drama,6.5,1422
07/08/2009,(500) Days Of Summer,864,7.7,Marc Webb,US,Comedy,6.5,1422
07/08/2009,(500) Days Of Summer,864,7.7,Marc Webb,US,Romance,6.5,1422
16/06/2006,The Fast And The Furious: Tokyo Drift,865,6,Justin Lin,US,Drama,6.8,1107
16/06/2006,The Fast And The Furious: Tokyo Drift,865,6,Justin Lin,US,Thriller,6.8,1107
16/06/2006,The Fast And The Furious: Tokyo Drift,865,6,Justin Lin,US,Action,6.8,1107
16/06/2006,The Fast And The Furious: Tokyo Drift,865,6,Justin Lin,US,Crime,6.8,1107
07/06/2013,The Purge,866,5.7,James Demonaco,USFrance,Thriller,6.2,972
07/06/2013,The Purge,866,5.7,James Demonaco,USFrance,Sci-Fi,6.2,972
07/06/2013,The Purge,866,5.7,James Demonaco,USFrance,Horror,6.2,972
09/02/2019,Gully Boy,867,8.2,Zoya Akhtar,India,Drama,7,562
09/02/2019,Gully Boy,867,8.2,Zoya Akhtar,India,Music,7,562
09/10/2019,Nancy Drew,868,6,Larry TengAmanda RowRamsey NickellShannon KohliJohn T. KretchmerAlexis OstranderRebecca RodriguezClaudia YarmyGreg BeemanKatie EastridgeSydney FreelandRuben Garcia,US,Mystery,6.5,399
24/07/2018,The Death of Superman,869,7.3,Jake CastorenaSam Liu,US,Animation,5.9,747
24/07/2018,The Death of Superman,869,7.3,Jake CastorenaSam Liu,US,Sci-Fi,5.9,747
24/07/2018,The Death of Superman,869,7.3,Jake CastorenaSam Liu,US,Action,5.9,747
25/05/1983,Star Wars: Episode 6 - Return Of The Jedi,870,8.3,Richard Marquand,US,Sci-Fi,7.3,1242
25/05/1983,Star Wars: Episode 6 - Return Of The Jedi,870,8.3,Richard Marquand,US,Adventure,7.3,1242
25/05/1983,Star Wars: Episode 6 - Return Of The Jedi,870,8.3,Richard Marquand,US,Action,7.3,1242
25/05/1983,Star Wars: Episode 6 - Return Of The Jedi,870,8.3,Richard Marquand,US,Fantasy,7.3,1242
17/04/2009,17 Again,872,6.4,Burr Steers,US,Drama,6.4,1935
17/04/2009,17 Again,872,6.4,Burr Steers,US,Comedy,6.4,1935
17/04/2009,17 Again,872,6.4,Burr Steers,US,Romance,6.4,1935
17/04/2009,17 Again,872,6.4,Burr Steers,US,Fantasy,6.4,1935
01/12/2016,Hidden Figures,873,7.8,Theodore Melfi,US,Drama,7.5,2181
25/01/2002,A Walk To Remember,874,7.4,Adam Shankman,US,Drama,7,2064
25/01/2002,A Walk To Remember,874,7.4,Adam Shankman,US,Romance,7,2064
30/06/2006,The Devil Wears Prada,875,6.9,David Frankel,USFrance,Drama,6.3,1240
30/06/2006,The Devil Wears Prada,875,6.9,David Frankel,USFrance,Comedy,6.3,1240
30/06/2006,The Devil Wears Prada,875,6.9,David Frankel,USFrance,Romance,6.3,1240
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Sci-Fi,6.1,2588
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Adventure,6.1,2588
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Action,6.1,2588
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Western,6.1,2588
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Fantasy,6.1,2588
31/07/2017,The Dark Tower,876,5.6,Nikolaj Arcel,US,Horror,6.1,2588
31/07/2016,Pete's Dragon,877,6.7,David Lowery,US,Adventure,7.1,1639
31/07/2016,Pete's Dragon,877,6.7,David Lowery,US,Fantasy,7.1,1639
31/07/2016,Pete's Dragon,877,6.7,David Lowery,US,Family,7.1,1639
25/12/2009,Sherlock Holmes,878,7.6,Guy Ritchie,USWest Germany,Adventure,6.6,1112
25/12/2009,Sherlock Holmes,878,7.6,Guy Ritchie,USWest Germany,Action,6.6,1112
25/12/2009,Sherlock Holmes,878,7.6,Guy Ritchie,USWest Germany,Crime,6.6,1112
06/10/2018,The Head Hunter,879,5.3,Jordan Downey,US,Fantasy,5.6,236
06/10/2018,The Head Hunter,879,5.3,Jordan Downey,US,Horror,5.6,236
16/12/2019,Cats,880,2.7,Tom Hooper,"US,UK",Drama,5.5,307
16/12/2019,Cats,880,2.7,Tom Hooper,"US,UK",Comedy,5.5,307
16/12/2019,Cats,880,2.7,Tom Hooper,"US,UK",Fantasy,5.5,307
16/12/2019,Cats,880,2.7,Tom Hooper,"US,UK",Family,5.5,307
10/04/2019,The Silence,882,5.3,John R. Leonetti,West Germany,Horror,6.9,235
23/03/1990,Pretty Woman,883,7,Garry Marshall,US,Comedy,6.4,1324
23/03/1990,Pretty Woman,883,7,Garry Marshall,US,Romance,6.4,1324
